,year,month,건강/취미,경제경영,고전,과학,달력/기타,대학교재/전문서적,만화,사회과학,소설/시/희곡,수험서/자격증,어린이,에세이,여행,역사,예술/대중문화,외국어,요리/살림,유아,인문학,자기계발,잡지,전집/중고전집,종교/역학,좋은부모,참고서,청소년,컴퓨터/모바일,해외잡지
118,2019,11,272.82758620689657,348.6062992125984,860.0,482.8125,26.0,520.0,216.01041666666666,296.9516129032258,371.6666666666667,539.9431279620853,220.0,302.55029585798815,288.0,420.5348837209302,366.86486486486484,426.93023255813955,258.7826086956522,28.0,429.6296296296296,311.95180722891564,104.0,47.0,529.6363636363636,302.14814814814815,352.0,227.76,622.4,62.0
119,2019,12,280.8780487804878,372.0077519379845,860.0,483.72340425531917,26.0,520.0,220.37563451776649,281.55,367.9440715883669,517.4864864864865,220.0,281.1326530612245,248.0,419.44827586206895,244.28571428571428,447.26356589147287,230.0,28.0,433.735632183908,320.0449438202247,104.0,47.0,474.0,299.92727272727274,438.0,215.75,626.0,62.0
120,2020,1,293.64102564102564,384.07272727272726,860.0,517.6551724137931,26.0,616.0,226.045197740113,401.3157894736842,397.29834254143645,483.6254180602007,220.0,279.6136363636364,248.0,433.9310344827586,338.06,449.7278481012658,218.75,28.0,422.78333333333336,312.9026548672566,104.0,47.0,358.0,343.6,366.4,262.4,701.953488372093,62.0
121,2020,2,277.4117647058824,365.675799086758,860.0,490.0181818181818,26.0,832.0,273.1,391.0869565217391,418.54754098360655,430.88715953307394,220.0,284.544,248.0,363.3142857142857,358.9298245614035,437.9294871794872,296.2857142857143,28.0,413.73732718894007,318.6186440677966,104.0,47.0,256.44444444444446,335.4146341463415,732.0,229.6,603.625,62.0
122,2020,3,217.09677419354838,372.31658291457285,860.0,451.3625,26.0,672.739837398374,243.08870967741936,356.7313432835821,388.84736842105264,395.3076923076923,220.0,281.35593220338984,352.0,454.2258064516129,394.7368421052632,469.2814814814815,260.0,28.0,406.5128205128205,316.9824561403509,104.0,47.0,150.28571428571428,318.2352941176471,732.0,250.51111111111112,632.4035087719299,62.0
123,2020,4,239.07142857142858,392.90252707581226,860.0,486.01075268817203,26.0,576.5396825396825,195.41666666666666,341.5232558139535,353.0324074074074,321.93548387096774,220.0,270.30065359477123,352.0,472.42105263157896,405.44444444444446,475.1333333333333,254.28571428571428,28.0,400.6101694915254,320.76119402985074,104.0,47.0,204.0,320.57142857142856,732.0,252.31578947368422,610.4117647058823,62.0
124,2020,5,256.95652173913044,379.56313993174064,860.0,468.0,26.0,333.2,230.95876288659792,377.2686567164179,362.90425531914894,295.0251256281407,220.0,282.67469879518075,328.0,518.2222222222222,337.8235294117647,453.7368421052632,237.79166666666666,28.0,406.3186274509804,322.3301886792453,104.0,47.0,369.8181818181818,319.4222222222222,732.0,218.74074074074073,625.0,62.0
125,2020,6,328.8611111111111,363.59285714285716,860.0,445.968253968254,26.0,333.2,249.29710144927537,415.84285714285716,385.61095100864554,311.7171717171717,220.0,274.60591133004925,347.5,763.52,322.8235294117647,441.008547008547,228.24137931034483,28.0,413.7352941176471,310.8627450980392,104.0,47.0,203.33333333333334,319.5121951219512,1107.3333333333333,247.66666666666666,690.0833333333334,62.0
126,2020,7,326.7027027027027,363.3157894736842,860.0,446.2542372881356,26.0,333.2,228.26415094339623,376.19444444444446,341.06315789473683,452.6453488372093,220.0,248.97080291970804,250.66666666666666,413.38461538461536,318.5,467.0509554140127,266.4,28.0,382.75,302.4188034188034,104.0,47.0,180.22222222222223,340.2068965517241,848.4,239.33333333333334,706.0196078431372,62.0
127,2020,8,304.5833333333333,357.8407407407407,860.0,447.2535211267606,26.0,772.6,243.1315789473684,348.1777777777778,353.9449541284404,498.9316239316239,220.0,263.29375,250.66666666666666,659.375,349.7878787878788,444.7519379844961,294.6363636363636,28.0,383.921568627451,304.39130434782606,104.0,47.0,188.36363636363637,312.2962962962963,956.5,261.94736842105266,535.5294117647059,62.0
128,2020,9,314.90909090909093,379.05859375,860.0,442.32307692307694,26.0,594.9733333333334,240.70238095238096,352.3181818181818,360.30802603036875,531.6315789473684,220.0,276.06944444444446,256.0,404.57142857142856,356.0,456.5728155339806,283.84,28.0,386.5,322.9220779220779,104.0,47.0,151.83333333333334,287.75,933.3333333333334,278.3157894736842,538.1232876712329,62.0
129,2020,10,270.75555555555553,366.3292181069959,860.0,452.7230769230769,26.0,547.8181818181819,237.45641025641027,319.1020408163265,336.10574712643677,510.37894736842105,220.0,265.43835616438355,256.0,342.75,425.078431372549,465.8829787234043,292.1923076923077,28.0,380.6777777777778,324.35353535353534,104.0,47.0,338.14285714285717,306.4,933.3333333333334,271.3333333333333,546.4444444444445,62.0
130,2020,11,259.4761904761905,359.3377192982456,860.0,470.7962962962963,26.0,601.375,223.39622641509433,334.02597402597405,332.7529411764706,533.52,220.0,292.4673913043478,256.0,375.7647058823529,397.27906976744185,449.04040404040404,267.68,28.0,400.2386363636364,325.46610169491527,104.0,47.0,527.0769230769231,317.62857142857143,933.3333333333334,270.8333333333333,525.4782608695652,62.0
131,2020,12,250.17391304347825,352.3225806451613,860.0,469.3137254901961,26.0,559.875,224.75897435897437,346.1666666666667,345.6595744680851,514.6428571428571,220.0,326.27272727272725,436.0,424.0,335.4,468.48837209302326,245.04347826086956,28.0,397.1333333333333,325.93,104.0,47.0,214.88235294117646,320.5925925925926,768.0,256.8,692.6444444444444,62.0
132,2021,1,229.69230769230768,374.7831715210356,860.0,491.72340425531917,26.0,570.6923076923077,279.95629820051414,367.9550561797753,349.76846590909093,467.44444444444446,220.0,274.9105691056911,240.0,421.9047619047619,315.685393258427,492.06129032258065,226.43478260869566,28.0,372.7406015037594,313.24226804123714,104.0,47.0,255.0,377.1333333333333,768.0,252.95652173913044,665.3275862068965,62.0
133,2021,2,350.0,379.64444444444445,860.0,505.52272727272725,26.0,648.2352941176471,217.02486187845304,415.4166666666667,443.5091463414634,432.85,220.0,294.63157894736844,272.0,386.8,349.0169491525424,445.7886178861789,250.1818181818182,28.0,372.61607142857144,312.7956989247312,104.0,47.0,351.2,367.3142857142857,768.0,444.0,611.625,62.0
