,year,month,건강/취미,경제경영,고전,과학,달력/기타,대학교재/전문서적,만화,사회과학,성인물,소설/시/희곡,수험서/자격증,어린이,에세이,여행,역사,예술/대중문화,외국어,요리/살림,유아,인문학,자기계발,잡지,전집/중고전집,종교/역학,좋은부모,참고서,청소년,컴퓨터/모바일,해외잡지
165,2023,10,56.0,214.0,,70.0,,3.0,246.0,38.0,33.0,358.0,100.0,,109.0,3.0,21.0,55.0,95.0,26.0,,215.0,156.0,,,17.0,61.0,,34.0,17.0,
166,2023,11,49.0,178.0,,77.0,,1.0,186.0,59.0,21.0,365.0,112.0,,136.0,7.0,32.0,50.0,107.0,22.0,,221.0,184.0,,,20.0,79.0,,34.0,15.0,
167,2023,12,40.0,205.0,,80.0,,1.0,177.0,55.0,27.0,333.0,108.0,,155.0,6.0,29.0,26.0,99.0,15.0,,195.0,177.0,,,15.0,63.0,,29.0,17.0,
168,2024,1,27.0,197.0,,63.0,,,173.0,20.0,19.0,257.0,154.0,,128.0,6.0,23.0,14.0,153.0,12.0,,158.0,202.0,,,15.0,43.0,,18.0,48.0,
169,2024,2,32.0,231.0,,53.0,,1.0,244.0,44.0,21.0,268.0,165.0,,127.0,5.0,29.0,42.0,140.0,6.0,,186.0,153.0,,,16.0,41.0,,30.0,36.0,
170,2024,3,34.0,144.0,,51.0,,35.0,167.0,47.0,11.0,306.0,122.0,,111.0,2.0,31.0,26.0,125.0,2.0,,157.0,100.0,,,11.0,39.0,,45.0,46.0,
171,2024,4,45.0,136.0,,64.0,,,246.0,48.0,12.0,332.0,161.0,,159.0,1.0,22.0,34.0,123.0,5.0,,201.0,120.0,,,16.0,50.0,,41.0,42.0,
172,2024,5,33.0,148.0,,69.0,,,291.0,50.0,6.0,356.0,133.0,,142.0,2.0,8.0,35.0,93.0,17.0,,233.0,130.0,,,24.0,48.0,,61.0,25.0,
173,2024,6,34.0,151.0,,78.0,,,256.0,41.0,14.0,400.0,122.0,,121.0,3.0,16.0,29.0,100.0,21.0,,228.0,125.0,,,21.0,54.0,,59.0,30.0,
174,2024,7,43.0,115.0,,56.0,,,250.0,50.0,17.0,361.0,139.0,,110.0,4.0,28.0,27.0,145.0,21.0,,178.0,126.0,,,14.0,52.0,,83.0,40.0,
175,2024,8,46.0,138.0,,48.0,,,287.0,40.0,20.0,426.0,89.0,,130.0,2.0,27.0,24.0,133.0,17.0,,213.0,101.0,,,30.0,50.0,,64.0,30.0,
176,2024,9,35.0,119.0,,54.0,,70.0,253.0,39.0,15.0,393.0,145.0,,122.0,,26.0,34.0,151.0,9.0,,241.0,109.0,,,15.0,50.0,,53.0,26.0,
177,2024,10,41.0,136.0,,68.0,,4.0,207.0,43.0,7.0,494.0,126.0,,128.0,,12.0,27.0,118.0,20.0,,248.0,119.0,,,25.0,36.0,,45.0,30.0,
178,2024,11,54.0,175.0,,60.0,,1.0,222.0,38.0,12.0,465.0,130.0,,121.0,1.0,6.0,31.0,96.0,16.0,,236.0,121.0,,,25.0,42.0,,43.0,19.0,
179,2024,12,21.0,109.0,,37.0,,,105.0,29.0,8.0,252.0,87.0,27.0,80.0,1.0,12.0,12.0,55.0,13.0,9.0,128.0,90.0,,,8.0,34.0,,28.0,7.0,
